alpha,class,redshift
236.802296646465,GALAXY,0.4925865
338.660179708044,GALAXY,0.6866302
332.76132176101,GALAXY,0.2032944
124.231583725633,GALAXY,0.08687948
338.518632040421,GALAXY,0.7347449
357.151519310265,GALAXY,0.512866
121.181247403482,GALAXY,0.3249989
136.50169227455,GALAXY,0.564565
131.92776911161,GALAXY,0.6977692
197.529151271646,GALAXY,0.521283
153.447648737855,GALAXY,0.3701703
160.056572865724,GALAXY,0.02476665
191.974315354491,GALAXY,0.4799453
173.319549108134,GALAXY,0.3306466
2.17025243899116,GALAXY,0.4689722
348.335814703174,GALAXY,0.6862542
44.3740887871866,GALAXY,0.524215
20.7826052587098,GALAXY,0.5170577
150.880031140543,GALAXY,0.6578612
132.820858276071,GALAXY,0.7165546
140.550326806812,GALAXY,0.2340868
145.198313004042,GALAXY,0.8152969
141.948951071529,GALAXY,0.625698
140.679263572375,GALAXY,0.2301247
239.331945351186,GALAXY,0.07876735
8.34887899751573,GALAXY,0.5262727
22.7468411549056,GALAXY,0.3322576
204.005516103333,GALAXY,0.1754265
9.9131953773603,GALAXY,0.6868312
333.110113556786,GALAXY,0.912237
253.521743938622,GALAXY,0.3766502
332.496561826757,GALAXY,0.5577476
27.9236363998817,GALAXY,0.4870702
129.669106046254,GALAXY,0.6659987
335.546739232028,GALAXY,0.6919469
335.508182106642,GALAXY,0.7572532
1.73127597414486,GALAXY,0.3878387
339.609445684518,GALAXY,0.1645852
333.354084626185,GALAXY,0.09479433
348.949156625386,GALAXY,0.5762115
155.382532176394,GALAXY,0.03836939
233.547039421357,GALAXY,0.3526742
218.494359527559,GALAXY,0.5233803
219.40433442647,GALAXY,0.378709
8.49782497454447,GALAXY,0.4870008
12.2791158521996,GALAXY,0.4779218
40.1255063822218,GALAXY,0.9313549
173.984510573211,GALAXY,0.3390239
171.711826319704,GALAXY,0.04427182
146.439281961542,GALAXY,0.6780099
154.999257146548,GALAXY,0.1045373
129.577716506723,GALAXY,0.4664853
135.688548624923,GALAXY,0.049568
216.738614869314,GALAXY,0.3630285
222.879538977544,GALAXY,0.1833921
6.2918040134191,GALAXY,0.5043948
244.904320051815,GALAXY,0.3778846
338.792718554591,GALAXY,0.6592138
344.173119052227,GALAXY,0.63022
344.736394530271,GALAXY,0.5368775
345.41776584805,GALAXY,0.5405381
338.767071690277,GALAXY,0.695454
137.296937833859,GALAXY,0.680968
116.562614034198,GALAXY,0.1463097
136.723097829636,GALAXY,0.119708
119.12557702719,GALAXY,0.6291084
6.92376243049418,GALAXY,0.6554138
7.42232037576863,GALAXY,0.3134138
336.90007420688,GALAXY,0.5490854
1.45048956671434,GALAXY,0.1133807
0.897616927134976,GALAXY,0.6165675
346.538525268156,GALAXY,0.4907817
347.329738418005,GALAXY,0.4816059
184.931500364967,GALAXY,0.1373082
198.663348272165,GALAXY,0.5038501
336.845899113747,GALAXY,0.2128639
330.930416169135,GALAXY,0.5991167
331.081819113914,GALAXY,0.3423518
22.8281955769751,GALAXY,0.2151138
316.825682027616,GALAXY,0.6264167
40.4976776739913,GALAXY,0.5301569
160.724470900332,GALAXY,0.8744593
6.12530128650044,GALAXY,0.5021392
253.903287996382,GALAXY,0.6598983
136.129033033719,GALAXY,0.3264136
341.796224449798,GALAXY,0.4833596
242.895108002745,GALAXY,0.07519736
254.317485612619,GALAXY,0.03282385
238.189964112489,GALAXY,0.141691
241.459046802776,GALAXY,0.04541309
244.772904669067,GALAXY,0.1109725
12.2725745472949,GALAXY,0.1137839
338.580228620831,GALAXY,0.6489189
327.784079376073,GALAXY,0.573716
5.24539636970928,GALAXY,0.6742269
338.147580291086,GALAXY,0.2086649
235.215943448821,GALAXY,0.4861198
251.064753518547,GALAXY,0.0323952
232.58694235976,GALAXY,0.09138044
229.283027316902,GALAXY,0.1115472
132.367728546752,GALAXY,0.6480679
343.638488130275,GALAXY,0.5773105
139.420928955086,GALAXY,0.5249239
127.591036727881,GALAXY,0.4159483
211.937423151115,GALAXY,0.6988617
165.924445239322,GALAXY,0.3395573
133.11041739592,GALAXY,0.2184408
40.2911141770661,GALAXY,0.7652147
24.9526256186107,GALAXY,0.7244605
217.76775792495,GALAXY,0.494602
4.61765705181978,GALAXY,0.4731573
177.892986010463,GALAXY,0.05188603
162.611684301938,GALAXY,0.06552584
218.562203113502,GALAXY,0.09375799
43.6725823129473,GALAXY,0.3205462
144.839434791066,GALAXY,0.9159158
145.155278904713,GALAXY,0.7528014
130.327756550217,GALAXY,0.0838319
26.4328291126029,GALAXY,0.3265843
340.769739039831,GALAXY,0.3267915
242.165462850324,GALAXY,0.127938
346.65007552849,GALAXY,0.2091066
118.162072117068,GALAXY,0.5847304
332.323011511976,GALAXY,0.6350492
345.423924549768,GALAXY,0.4740704
135.37623635388,GALAXY,0.6326854
230.861087573742,GALAXY,0.5939884
120.951331985928,GALAXY,0.5023846
153.360327410222,GALAXY,0.7917021
197.590960235868,GALAXY,0.3082863
156.816652514487,GALAXY,0.4266886
159.660477429337,GALAXY,0.5432018
244.558638049839,GALAXY,0.2191196
231.416176684683,GALAXY,0.292747
155.004548262922,GALAXY,0.1441921
155.219571946347,GALAXY,0.04069763
347.565429863317,GALAXY,0.8155687
348.973232105204,GALAXY,0.799771
237.540105020093,GALAXY,0.193515
5.80839230542574,GALAXY,0.6812496
15.8059129672649,GALAXY,0.1082131
166.016934450458,GALAXY,0.5292884
158.85549704264,GALAXY,0.7219745
352.152215209622,GALAXY,0.3709848
353.486672942071,GALAXY,0.2982582
2.08103718072942,GALAXY,0.3873063
241.623426254064,GALAXY,0.1085284
151.339087471086,GALAXY,0.5671554
233.663871351038,GALAXY,0.06560035
346.323697497414,GALAXY,0.2651756
10.1139554813355,GALAXY,0.1308573
125.928325380873,GALAXY,0.5380754
148.480195214239,GALAXY,0.4510657
128.764275659634,GALAXY,0.4061293
127.196975790008,GALAXY,0.4354195
129.391692403505,GALAXY,0.2665354
136.663161541236,GALAXY,0.482653
340.068322636679,GALAXY,0.05672755
235.82007029177,GALAXY,0.6044082
234.785777012864,GALAXY,0.1725525
233.441281671226,GALAXY,0.08979027
129.63140545333,GALAXY,0.584038
328.377094733578,GALAXY,0.5113565
317.722003823269,GALAXY,0.3844053
214.922436827752,GALAXY,1.030206
119.622157975084,GALAXY,0.1574298
132.779938716822,GALAXY,0.7259415
131.259281270218,GALAXY,0.4572499
140.302165092039,GALAXY,0.08245081
44.2471230639156,GALAXY,0.7743795
44.7265666957076,GALAXY,0.8388935
131.98236776486,GALAXY,0.4355204
2.8264303181403,GALAXY,0.2130592
167.339270617103,GALAXY,0.4983662
117.467037878214,GALAXY,0.6549623
226.865804611071,GALAXY,0.6235121
246.273518575376,GALAXY,0.2205371
352.607075713205,GALAXY,0.6802183
210.797401546892,GALAXY,0.5675423
178.056074150688,GALAXY,0.2040912
130.99283651192,GALAXY,0.20808
133.95142720699,GALAXY,0.7835737
127.115773040592,GALAXY,0.5884271
338.055763072446,GALAXY,0.8553548
344.01775353691,GALAXY,0.3582624
128.713522009009,GALAXY,0.6524535
8.35258522858345,GALAXY,0.3758881
10.219572321535,GALAXY,0.5372346
316.894513942459,GALAXY,0.494965
32.2896249585594,GALAXY,0.9356022
243.918745020904,GALAXY,0.3183751
344.137888720029,GALAXY,0.7994075
329.32195200266,GALAXY,0.6776466
351.314679107641,GALAXY,0.2954488
26.7977503888872,GALAXY,0.3573802
27.9242093408653,GALAXY,0.3637663
331.690804962778,GALAXY,0.1431009
242.413211888934,GALAXY,0.076949
148.59137518097,GALAXY,0.08200276
122.734614039191,GALAXY,0.2285923
188.085037720684,GALAXY,0.1326597
191.793507542397,GALAXY,0.09666708
172.809267504333,GALAXY,0.4095968
179.514869868595,GALAXY,0.5655412
179.858931221283,GALAXY,0.615721
154.748459355224,GALAXY,0.884706
347.128186925346,GALAXY,0.3008167
14.12311386509,GALAXY,0.07877007
6.6444816581818,GALAXY,0.3018337
127.710775317311,GALAXY,0.1826014
173.650656960363,GALAXY,0.06369793
134.28198754702,GALAXY,1.605999
148.52759107374,GALAXY,0.5370854
147.496327718313,GALAXY,0.2097814
134.148710618396,GALAXY,0.8185251
341.05143575594,GALAXY,0.4963034
231.90428895798,GALAXY,0.07802096
335.866038830825,GALAXY,0.1326093
11.0357627069722,GALAXY,0.7813894
317.604768468999,GALAXY,0.0942995
345.309053694724,GALAXY,0.6291372
29.0268525266845,GALAXY,0.3557285
136.935012957914,GALAXY,0.5170939
342.957505838433,GALAXY,0.3093552
170.162974122107,GALAXY,0.6020917
199.076555253939,GALAXY,0.2147559
174.276274089974,GALAXY,0.1329391
197.594703570163,GALAXY,0.1233327
164.746943194844,GALAXY,0.4879495
148.670321566244,GALAXY,0.959106
154.875242501535,GALAXY,0.5925828
137.085885285917,GALAXY,0.3858348
340.069662429914,GALAXY,0.05680115
333.306419524868,GALAXY,0.09072599
237.377139354001,GALAXY,0.3372244
235.146562092421,GALAXY,0.1751483
339.392479020996,GALAXY,0.8074447
152.006316043417,GALAXY,0.7953371
40.9936010883202,GALAXY,0.869821
156.365046678284,GALAXY,0.19285
117.392141255266,GALAXY,0.3302669
15.8659404120046,GALAXY,0.2346958
330.938693348489,GALAXY,0.4700655
31.429252274734,GALAXY,0.5430654
148.55895316838,GALAXY,0.06958709
164.279591275018,GALAXY,0.4677621
169.601493915539,GALAXY,0.1066301
171.709284135566,GALAXY,0.3025913
204.324863874873,GALAXY,0.6880944
189.745726503665,GALAXY,0.216226
169.901675138931,GALAXY,0.5343176
144.855506034582,GALAXY,1.017365
140.804621117984,GALAXY,0.5712382
351.400038261525,GALAXY,0.537867
356.277110725283,GALAXY,0.4168783
20.5939391778743,GALAXY,0.5560926
329.672984042729,GALAXY,0.4060943
7.75948996782137,GALAXY,0.2560004
318.59178804908,GALAXY,0.6008514
193.198092438515,GALAXY,0.06656864
335.387255109913,GALAXY,0.6599079
8.07161931972638,GALAXY,0.2360411
127.473619969732,GALAXY,0
65.0397687234967,GALAXY,1.519867E-05
224.639295076212,GALAXY,0.7668843
332.426058618027,GALAXY,0.3393387
350.522027750841,GALAXY,0.5195997
346.253597382129,GALAXY,0.6473706
1.5971712343478,GALAXY,0.4966182
185.333269762471,GALAXY,0.6656599
198.298056041059,GALAXY,0.09120741
339.96737128322,GALAXY,0.8606555
1.05501713612168,GALAXY,0.3293384
215.039273710805,GALAXY,0.718499
346.63956680064,GALAXY,0.7025208
162.27603145438,GALAXY,0.8185346
195.144496373712,GALAXY,0.01549949
243.303226575627,GALAXY,0.6506304
223.306705247108,GALAXY,0.5879827
226.200208336879,GALAXY,0.1935788
176.612765656138,GALAXY,0.02291247
159.769205416089,GALAXY,0.4657404
160.66383792172,GALAXY,0.250452
169.461822350918,GALAXY,0.08796614
343.985968294769,GALAXY,0.8801352
244.101395828477,GALAXY,0.6373383
143.415759828605,GALAXY,0.2856816
141.638912675951,GALAXY,0.6643953
339.042550941731,GALAXY,0.7653434
19.6321934524439,GALAXY,0.659658
211.56047995134,GALAXY,0.6195701
12.7489369033106,GALAXY,0.5284802
198.419684283985,GALAXY,0.1042068
201.241973729577,GALAXY,0.2721211
197.085220166944,GALAXY,0.424661
207.360500616241,GALAXY,0.1656117
342.133413696084,GALAXY,0.9731965
232.513651143165,GALAXY,0.08012502
340.933222845093,GALAXY,0.3783322
134.735234805504,GALAXY,0.7980464
340.716460758796,GALAXY,0.9287896
126.62304941083,GALAXY,0.1799815
122.33375193153,GALAXY,0.4693685
192.321231601617,GALAXY,0.5662462
175.882701697617,GALAXY,0.0748936
250.729898286328,GALAXY,0.08665197
249.242646413748,GALAXY,0.5421405
7.12255634528363,GALAXY,0.2970767
151.154548729604,GALAXY,0.466994
332.156614972056,GALAXY,0.6757851
229.262935863911,GALAXY,0.08014397
11.6584682079209,GALAXY,0.5424361
10.2838231700538,GALAXY,0.1442122
26.957436411715,GALAXY,0.6868526
146.097054071486,GALAXY,0.5466723
144.289948120491,GALAXY,0.3170241
147.827108502071,GALAXY,0.5709381
147.930652632063,GALAXY,0.5572393
258.457829963764,GALAXY,0.1438863
135.28283013166,GALAXY,0.1493143
351.628203328376,GALAXY,0.5849912
343.28144317762,GALAXY,0.4766415
127.871886251675,GALAXY,0.4113897
127.149886441525,GALAXY,0.2147884
131.435509641888,GALAXY,0.5061739
132.016833944657,GALAXY,0.3871033
134.853444075776,GALAXY,0.5050038
121.640391661865,GALAXY,0.5432467
137.187348524901,GALAXY,0.1769563
334.400311750253,GALAXY,0.3913992
229.747877154169,GALAXY,0.06829368
359.946315947019,GALAXY,0.2020687
0.417823184773283,GALAXY,0.1991118
21.1892615302124,GALAXY,0.3642362
9.28921199277655,GALAXY,0.01360298
8.03459091204905,GALAXY,0.4744844
129.0847521702,GALAXY,0.4654807
323.459836643902,GALAXY,0.6563538
137.995478601132,GALAXY,0.1620465
123.433838059091,GALAXY,0.06452066
153.157823292838,GALAXY,0.8311257
177.674242020708,GALAXY,0.7033492
190.008757643613,GALAXY,0.362726
335.513139377463,GALAXY,0.5211602
169.867785215917,GALAXY,0.5297031
39.7386375114325,GALAXY,0.7664615
168.62147211043,GALAXY,0.1057135
175.670495682796,GALAXY,0.6432206
9.3977494757259,GALAXY,0.6287262
5.51917582307459,GALAXY,0.8150764
346.554734393018,GALAXY,0.770532
233.935764633043,GALAXY,0.5038168
128.67013862043,GALAXY,0.5137759
141.237738166548,GALAXY,0.4227676
172.679925728662,GALAXY,0.4771487
179.63050043704,GALAXY,0.5219579
331.947657061199,GALAXY,0.7245792
233.471110160437,GALAXY,0.2000235
241.041778966603,GALAXY,0.1655436
145.549370959429,GALAXY,0.5998621
146.816587802092,GALAXY,0.4820231
229.696324169402,GALAXY,0.08394211
238.987144052163,GALAXY,0.07638396
349.864446594789,GALAXY,0.3310528
176.857193853171,GALAXY,0.2035564
180.43861665381,GALAXY,0.6892806
337.519825990179,GALAXY,0.08159095
334.656168771428,GALAXY,0.3648643
335.102247354208,GALAXY,0.4255837
126.304128486982,GALAXY,0.03871051
135.656066017035,GALAXY,0.7282699
348.78973666856,GALAXY,0.5174491
16.3783679147306,GALAXY,0.501989
44.6352467226498,GALAXY,0.3347892
186.366196335783,GALAXY,0.5282845
183.897274588526,GALAXY,0.07335922
186.546725898756,GALAXY,0.06548726
209.619897436417,GALAXY,0.06524521
347.654066296833,GALAXY,0.663325
343.133918948513,GALAXY,0.3030107
164.229121509562,GALAXY,0.1909315
144.888991393198,GALAXY,0.3219176
222.242155548332,GALAXY,0.5050672
130.346803906513,GALAXY,0.5565746
19.3718561293592,GALAXY,0.2814006
25.2030963736951,GALAXY,0.5245491
152.094509568471,GALAXY,0.53434
163.826099174967,GALAXY,0.5691207
232.422770990329,GALAXY,0.165353
343.864358433773,GALAXY,0.8699791
43.6855158928805,GALAXY,0.8742242
6.8659368593451,GALAXY,0.480609
11.5053932596637,GALAXY,0.1739477
331.864752417414,GALAXY,0.3233079
234.418851388966,GALAXY,0.09958511
232.900937737312,GALAXY,0.4952438
253.906418782342,GALAXY,0.1448874
145.141215403416,GALAXY,0.9170158
241.954341942714,GALAXY,0.2130378
356.170529331044,GALAXY,0.3963717
335.75041214085,GALAXY,0.7601635
336.230187371326,GALAXY,0.1424896
336.402264596858,GALAXY,0.1424108
333.872622063729,GALAXY,0.704735
231.331664156178,GALAXY,0.3480716
234.942697576911,GALAXY,0.4798102
231.039014109406,GALAXY,0.06893987
144.792647749594,GALAXY,0.4521807
145.861061594718,GALAXY,0.7770531
176.589154088483,GALAXY,0.5752388
346.892582803622,GALAXY,0
347.272667138011,GALAXY,0.565562
176.104758853217,GALAXY,0.06732304
173.698060092285,GALAXY,0.1348035
64.8116972411467,GALAXY,0
228.018826281523,GALAXY,0.7075449
175.54125179317,GALAXY,0.5280164
152.63151912139,GALAXY,0.09397458
156.578719605442,GALAXY,0.5334712
345.825489312108,GALAXY,0.3067582
340.132800847819,GALAXY,0.481558
214.775024111636,GALAXY,0.01519774
199.025375497128,GALAXY,0.1214937
172.321930306005,GALAXY,0.02719878
167.988896284918,GALAXY,0.2967201
132.583420478846,GALAXY,0.119817
144.613176242995,GALAXY,0.2452259
137.987536497922,GALAXY,0.06334326
240.201831588421,GALAXY,0.1695982
232.122831536487,GALAXY,0.5863497
14.2446883859649,GALAXY,0.5995894
318.829350422336,GALAXY,0.33156
332.174503643246,GALAXY,0.5566612
340.713641519273,GALAXY,0.4535773
166.673644616347,GALAXY,0.5478455
335.628542130249,GALAXY,0.5119041
339.086575435628,GALAXY,0.2054989
10.6863995994689,GALAXY,0.01595428
140.006415267441,GALAXY,0.1174453
186.743590823537,GALAXY,0.5920233
359.077265650657,GALAXY,0.6425288
158.062604254631,GALAXY,0.7317168
200.508103115224,GALAXY,0.06764524
192.929569597167,GALAXY,0.5531614
346.105506694858,GALAXY,0.506718
357.153884911047,GALAXY,0.4721483
8.03288152712321,GALAXY,0.8069552
359.939806082204,GALAXY,0.8906856
123.611556529946,GALAXY,0.0922523
5.46604500701631,GALAXY,0.6223869
131.958968849657,GALAXY,0.3390315
135.890170033988,GALAXY,0.5049229
242.940228210986,GALAXY,0.07644869
349.129859541447,GALAXY,0.2387468
323.692721747172,GALAXY,0.5624258
23.9052801158756,GALAXY,0.8876982
5.65743022750796,GALAXY,0.794432
165.385783288073,GALAXY,0.1120085
345.676151754948,GALAXY,0.6341733
358.86606919699,GALAXY,0.2892574
245.147365515041,GALAXY,0.09509417
348.434479426857,GALAXY,0.3252977
11.4969934766648,GALAXY,0.4713614
119.540073834483,GALAXY,0.4432446
110.237194148613,GALAXY,0.06982739
172.396373012808,GALAXY,0.5834292
185.368250252244,GALAXY,0.07200085
190.461149321932,GALAXY,0.5760322
346.870087803811,GALAXY,0.3036669
347.057607857382,GALAXY,0.3038332
347.133831368727,GALAXY,0.2940972
147.946321284895,GALAXY,0.7260017
164.01618727285,GALAXY,0.5700176
357.392047713835,GALAXY,0.5410749
158.397391199282,GALAXY,0.8939562
186.731729033457,GALAXY,0.3819129
187.093740668844,GALAXY,0.1522581
340.800729031089,GALAXY,1.002869
342.424732189624,GALAXY,0.812308
239.98423598539,GALAXY,0.09348375
233.888221917641,GALAXY,0.0535435
39.6982779290703,GALAXY,0.4894837
26.1633472618037,GALAXY,0.4798294
354.510695518769,GALAXY,0.4351147
8.71627678743687,GALAXY,0.6945865
145.747074014426,GALAXY,0.7487408
234.207777742959,GALAXY,0.09988266
252.873025679148,GALAXY,0.02258195
242.034267738454,GALAXY,0.1100608
183.734933572443,GALAXY,0.2844616
235.533274238089,GALAXY,0.6014752
339.939094507688,GALAXY,0.6549159
13.7816983458749,GALAXY,0.5631278
132.624276012478,GALAXY,0.4065835
121.863193797742,GALAXY,0.07213278
336.366493273553,GALAXY,0.4420359
117.337927032619,GALAXY,0.07091396
241.75018889688,GALAXY,0.0001788697
160.119355237684,GALAXY,0.659749
44.4882891545931,GALAXY,0.9841374
7.0619561215954,GALAXY,0.5014632
244.674228738153,GALAXY,0.1014757
172.208122902127,GALAXY,0.115811
182.04817721842,GALAXY,0.2404816
202.739999369596,GALAXY,0.5946945
347.494382288752,GALAXY,0.6017754
255.970751748971,GALAXY,0.4087491
213.709804655947,GALAXY,0.0745101
206.672723364838,GALAXY,0.05215954
7.92070015082294,GALAXY,0.5859121
17.6075582017484,GALAXY,0.3382316
10.8716905343455,GALAXY,0.7321413
211.236032943157,GALAXY,0.1575612
175.163069512943,GALAXY,0.1329853
145.509311399857,GALAXY,0.297171
138.676414199751,GALAXY,0.4493852
340.29518678262,GALAXY,0.692468
116.645997087267,GALAXY,0.0812413
338.334092047711,GALAXY,0.4832232
337.372691841181,GALAXY,0.2890566
197.106199459361,GALAXY,0.09732842
329.648564790419,GALAXY,0.4816127
125.569270545983,GALAXY,0.471288
236.746486182606,GALAXY,0.9982389
129.651123617,GALAXY,0.09296735
141.635993154434,GALAXY,0.4940881
137.737912210322,GALAXY,0.2311433
341.439508727364,GALAXY,0.9257445
334.723370706255,GALAXY,0.6813487
44.420238131824,GALAXY,1.371361
111.731841925524,GALAXY,0.08869503
145.01565666024,GALAXY,0.794523
148.800020520941,GALAXY,0.7315274
55.8294315834408,GALAXY,0
176.109948874697,GALAXY,0.06645162
347.435873101293,GALAXY,0.8388656
136.300716029539,GALAXY,0.6419587
10.2377951688899,GALAXY,0.6391426
9.36926763870599,GALAXY,0.666055
41.5022561961227,GALAXY,0.8845224
136.737715194604,GALAXY,0.6392999
148.228859220475,GALAXY,0.4747004
1.23312575403583,GALAXY,0.7361806
12.911980600621,GALAXY,0.883114
178.005520420698,GALAXY,0.3014473
152.444477278378,GALAXY,0.1329037
5.15754503313246,GALAXY,0.9257876
242.493893810456,GALAXY,0.1899145
341.143165133929,GALAXY,0.8233995
220.541672031054,GALAXY,0.3486944
117.407529900861,GALAXY,0.5433699
128.13867254168,GALAXY,0.7933978
8.67499514895741,GALAXY,0.4781696
11.641963565869,GALAXY,0.3363659
330.347808613033,GALAXY,0.3030321
338.825124152506,GALAXY,0.395766
230.661823325187,GALAXY,0.08072062
236.885809668767,GALAXY,0.3425
240.758866785325,GALAXY,0.5259987
346.159112770157,GALAXY,0.4702667
124.91134230357,GALAXY,0.2381556
333.623304864125,GALAXY,0.1099098
235.28172008625,GALAXY,0.09689609
186.468156206805,GALAXY,0.5019393
44.7749697589846,GALAXY,0.7519675
6.9011538865643,GALAXY,0.524522
155.333208424827,GALAXY,0.1019767
347.370329971784,GALAXY,0.5957877
347.933712217728,GALAXY,0.5760804
232.072711455962,GALAXY,0.2003912
181.244771708949,GALAXY,0.4283361
157.179863221206,GALAXY,0.5235614
160.113036292524,GALAXY,0.3497735
227.601013297485,GALAXY,0.5105961
246.422799832816,GALAXY,0.5561592
167.198124262032,GALAXY,0.4098216
343.344414038307,GALAXY,0.6160861
5.47162900664915,GALAXY,0.1475644
186.618390985844,GALAXY,0.6081844
193.618995878191,GALAXY,0.6018662
137.15736201861,GALAXY,0.5789443
139.477410759009,GALAXY,0.3645692
195.497352055625,GALAXY,0.6458104
142.626899592435,GALAXY,0.5568629
334.465468480581,GALAXY,0.7826554
229.099547136008,GALAXY,0.4428585
242.214083785415,GALAXY,0.09287165
234.235162625949,GALAXY,0.05622
239.921276310218,GALAXY,0.6837876
251.624463343888,GALAXY,0.4218211
198.635752265691,GALAXY,0.148692
341.427063468436,GALAXY,0.9269731
336.588643145958,GALAXY,0.9278588
242.812994980327,GALAXY,0.2067788
251.151168258365,GALAXY,0.4827571
240.805210545532,GALAXY,0.6219154
336.821210377822,GALAXY,0.212095
345.248528937504,GALAXY,0.5765541
231.907933818957,GALAXY,0.07244214
140.721187185028,GALAXY,0.636953
138.289953890866,GALAXY,0.5587927
192.779769940771,GALAXY,0.4616045
343.158071947977,GALAXY,0.7305574
347.607560893221,GALAXY,0.600506
177.191816062789,GALAXY,0.6970665
326.515568411668,GALAXY,0.4252405
132.453250983095,GALAXY,0.4374212
190.942071251624,GALAXY,0.5959237
44.2979423790632,GALAXY,0.4814905
145.531531454847,GALAXY,0.7871415
143.476055572984,GALAXY,0.6869178
345.261919855229,GALAXY,0.1331261
23.8677088004549,GALAXY,0.1552275
253.611074588947,GALAXY,0.09255441
341.4217320638,GALAXY,1.231715
241.949834153944,GALAXY,0.2129567
171.004306062039,GALAXY,0.3656437
235.176233365672,GALAXY,0.1924536
338.219465817781,GALAXY,0.4758171
124.49194463024,GALAXY,0.5804024
186.130562818874,GALAXY,0.759606
22.1513775663155,GALAXY,0.4523347
218.896796847452,GALAXY,0.875365
336.702434827191,GALAXY,0.401148
244.753434510408,GALAXY,0.504888
231.264292367356,GALAXY,0.09108201
207.472819203732,GALAXY,0.5798423
184.160260967508,GALAXY,0.1711274
185.430725932947,GALAXY,0.2029251
347.899727277989,GALAXY,0.7862748
348.188458271476,GALAXY,0.3341582
218.228238187511,GALAXY,0.6480817
32.2646970087132,GALAXY,0.8107947
27.3184591416081,GALAXY,0.1072347
1.2131179211915,GALAXY,0.5774531
12.2568397076205,GALAXY,0.5620438
181.620535794803,GALAXY,0.05110326
155.606468975151,GALAXY,0.3430216
141.788439886521,GALAXY,0.468927
0.507930545489899,GALAXY,0.4926129
144.133258591497,GALAXY,0.628804
196.563782426284,GALAXY,0.4922289
15.1433855677221,GALAXY,0.07412823
16.8739918065315,GALAXY,0.2228021
1.93660317371092,GALAXY,0.3524881
134.324806630598,GALAXY,0.06435495
127.666513635345,GALAXY,0.5463678
338.717120011863,GALAXY,0.5874982
215.757206504703,GALAXY,0.1325814
332.091349652378,GALAXY,0.5635833
0.093569116895651,GALAXY,0.4191756
168.451204824755,GALAXY,0.2548839
341.543639936582,GALAXY,0.8705431
241.078525280279,GALAXY,0.2881566
339.638825112662,GALAXY,0.4888344
329.418075025093,GALAXY,0.7482389
161.033889557344,GALAXY,0.5882975
128.391900483475,GALAXY,0.5100664
333.240669330733,GALAXY,0.1831529
231.349758788508,GALAXY,0.6705883
244.319416255539,GALAXY,0.1455759
354.24837655953,GALAXY,0.8606403
26.7986922322938,GALAXY,0.3576956
30.2068868724498,GALAXY,0.6406561
195.40044801595,GALAXY,0.675414
151.04693793214,GALAXY,0.6144928
185.6130089778,GALAXY,0.7730137
173.756516638873,GALAXY,0.5275367
348.82718515074,GALAXY,0.5720116
214.263406676806,GALAXY,0.5217825
4.18226812213248,GALAXY,0.3009548
164.496615819789,GALAXY,0.1428167
358.779630363866,GALAXY,0.5259925
4.33402848208976,GALAXY,0.6749313
11.7266361569792,GALAXY,0.4796382
144.707021423861,GALAXY,0.9047816
145.11447644721,GALAXY,0.7437216
209.938407890973,GALAXY,0.5701081
243.571454254611,GALAXY,0.06400003
13.3752534783241,GALAXY,0.3060968
34.0727233051453,GALAXY,0.09666596
238.890974336801,GALAXY,0.07729715
231.929361429376,GALAXY,0.4299291
